Country_ISO,State_ID,Date,Sales
AD,AD-05,2022-06-30,72053
AD,AD-05,2022-07-31,45350
AD,AD-05,2022-08-31,6252
AD,AD-05,2022-09-30,76398
AD,AD-05,2022-10-31,15360
AD,AD-05,2022-11-30,10960
AD,AD-05,2022-12-31,43411
AD,AD-05,2023-01-31,27251
AD,AD-05,2023-02-28,94337
AD,AD-05,2023-03-31,65106
AD,AD-05,2023-04-30,76891
AD,AD-05,2023-05-31,18519
AD,AD-05,2023-06-30,14359
AD,AD-05,2023-07-31,95078
AD,AD-05,2023-08-31,39242
AD,AD-05,2023-09-30,44390
AD,AD-05,2023-10-31,76616
AD,AD-05,2023-11-30,43002
AD,AD-05,2023-12-31,59858
AD,AD-06,2020-01-31,1880
AD,AD-06,2020-02-29,91028
AD,AD-06,2020-03-31,79446
AD,AD-06,2020-04-30,23644
AD,AD-06,2020-05-31,69160
AD,AD-06,2020-06-30,20199
AD,AD-06,2020-07-31,97230
AD,AD-06,2020-08-31,19117
AD,AD-06,2020-09-30,77126
AD,AD-06,2020-10-31,24993
AD,AD-06,2020-11-30,80904
AD,AD-06,2020-12-31,26518
AD,AD-06,2021-01-31,14742
AD,AD-06,2021-02-28,96143
AD,AD-06,2021-03-31,81029
AD,AD-06,2021-04-30,26371
AD,AD-06,2021-05-31,6699
AD,AD-06,2021-06-30,15543
AD,AD-06,2021-07-31,97873
AD,AD-06,2021-08-31,45030
AD,AD-06,2021-09-30,41476
AD,AD-06,2021-10-31,18683
AD,AD-06,2021-11-30,9806
AD,AD-06,2021-12-31,87014
AD,AD-06,2022-01-31,1888
AD,AD-06,2022-02-28,4653
AD,AD-06,2022-03-31,36254
AD,AD-06,2022-04-30,65390
AD,AD-06,2022-05-31,64956
AD,AD-06,2022-06-30,97454
AD,AD-06,2022-07-31,45668
AD,AD-06,2022-08-31,36328
AD,AD-06,2022-09-30,32343
AD,AD-06,2022-10-31,87293
AD,AD-06,2022-11-30,38145
AD,AD-06,2022-12-31,76389
AD,AD-06,2023-01-31,22233
AD,AD-06,2023-02-28,84996
AD,AD-06,2023-03-31,98759
AD,AD-06,2023-04-30,9584
AD,AD-06,2023-05-31,94007
AD,AD-06,2023-06-30,69249
AD,AD-06,2023-07-31,42074
AD,AD-06,2023-08-31,45952
AD,AD-06,2023-09-30,20117
AD,AD-06,2023-10-31,79604
AD,AD-06,2023-11-30,9923
AD,AD-06,2023-12-31,18732
AD,AD-07,2020-01-31,85555
AD,AD-07,2020-02-29,96468
AD,AD-07,2020-03-31,67396
AD,AD-07,2020-04-30,53745
AD,AD-07,2020-05-31,44061
AD,AD-07,2020-06-30,58800
AD,AD-07,2020-07-31,39086
AD,AD-07,2020-08-31,2448
AD,AD-07,2020-09-30,58692
AD,AD-07,2020-10-31,35849
AD,AD-07,2020-11-30,37867
AD,AD-07,2020-12-31,9048
AD,AD-07,2021-01-31,37303
AD,AD-07,2021-02-28,63755
AD,AD-07,2021-03-31,25354
AD,AD-07,2021-04-30,16511
AD,AD-07,2021-05-31,84003
AD,AD-07,2021-06-30,54945
AD,AD-07,2021-07-31,41249
AD,AD-07,2021-08-31,73185
AD,AD-07,2021-09-30,86869
AD,AD-07,2021-10-31,52602
AD,AD-07,2021-11-30,46781
AD,AD-07,2021-12-31,87970
AD,AD-07,2022-01-31,30792
AD,AD-07,2022-02-28,80635
AD,AD-07,2022-03-31,40972
AD,AD-07,2022-04-30,22330
AD,AD-07,2022-05-31,37566
AD,AD-07,2022-06-30,4215
AD,AD-07,2022-07-31,48650
AD,AD-07,2022-08-31,30519
AD,AD-07,2022-09-30,90500
AD,AD-07,2022-10-31,74466
AD,AD-07,2022-11-30,39806
AD,AD-07,2022-12-31,95677
AD,AD-07,2023-01-31,19643
AD,AD-07,2023-02-28,31406
AD,AD-07,2023-03-31,21234
AD,AD-07,2023-04-30,87405
AD,AD-07,2023-05-31,21350
AD,AD-07,2023-06-30,25792
AD,AD-07,2023-07-31,39192
AD,AD-07,2023-08-31,63229
AD,AD-07,2023-09-30,26776
AD,AD-07,2023-10-31,97731
AD,AD-07,2023-11-30,64533
AD,AD-07,2023-12-31,39440
AD,AD-08,2020-01-31,51666
AD,AD-08,2020-02-29,82241
AD,AD-08,2020-03-31,71199
AD,AD-08,2020-04-30,30515
AD,AD-08,2020-05-31,18678
AD,AD-08,2020-06-30,19084
AD,AD-08,2020-07-31,93251
AD,AD-08,2020-08-31,85681
AD,AD-08,2020-09-30,27728
AD,AD-08,2020-10-31,97746
AD,AD-08,2020-11-30,13078
AD,AD-08,2020-12-31,67908
AD,AD-08,2021-01-31,14472
AD,AD-08,2021-02-28,89171
AD,AD-08,2021-03-31,84665
AD,AD-08,2021-04-30,49623
AD,AD-08,2021-05-31,28896
AD,AD-08,2021-06-30,29745
AD,AD-08,2021-07-31,20968
AD,AD-08,2021-08-31,99703
AD,AD-08,2021-09-30,57210
AD,AD-08,2021-10-31,22035
AD,AD-08,2021-11-30,16549
AD,AD-08,2021-12-31,1994
AD,AD-08,2022-01-31,81930
AD,AD-08,2022-02-28,3869
AD,AD-08,2022-03-31,92312
AD,AD-08,2022-04-30,6948
AD,AD-08,2022-05-31,99197
AD,AD-08,2022-06-30,35784
AD,AD-08,2022-07-31,63270
AD,AD-08,2022-08-31,49400
AD,AD-08,2022-09-30,91385
AD,AD-08,2022-10-31,37462
AD,AD-08,2022-11-30,38477
AD,AD-08,2022-12-31,27312
AD,AD-08,2023-01-31,60559
AD,AD-08,2023-02-28,52623
AD,AD-08,2023-03-31,55433
AD,AD-08,2023-04-30,76504
AD,AD-08,2023-05-31,48988
AD,AD-08,2023-06-30,23537
AD,AD-08,2023-07-31,30576
AD,AD-08,2023-08-31,2327
AD,AD-08,2023-09-30,18416
AD,AD-08,2023-10-31,47727
AD,AD-08,2023-11-30,23737
AD,AD-08,2023-12-31,10478
AO,AO-BGO,2020-01-31,40052
AO,AO-BGO,2020-02-29,74054
AO,AO-BGO,2020-03-31,33634
AO,AO-BGO,2020-04-30,19108
AO,AO-BGO,2020-05-31,81479
AO,AO-BGO,2020-06-30,40266
AO,AO-BGO,2020-07-31,43912
AO,AO-BGO,2020-08-31,81215
AO,AO-BGO,2020-09-30,46754
AO,AO-BGO,2020-10-31,74068
AO,AO-BGO,2020-11-30,39239
AO,AO-BGO,2020-12-31,40096
AO,AO-BGO,2021-01-31,63117
AO,AO-BGO,2021-02-28,75404
AO,AO-BGO,2021-03-31,85125
AO,AO-BGO,2021-04-30,48538
AO,AO-BGO,2021-05-31,27282
AO,AO-BGO,2021-06-30,60843
AO,AO-BGO,2021-07-31,99518
AO,AO-BGO,2021-08-31,1671
AO,AO-BGO,2021-09-30,13426
AO,AO-BGO,2021-10-31,45599
AO,AO-BGO,2021-11-30,26311
AO,AO-BGO,2021-12-31,96280
AO,AO-BGO,2022-01-31,93897
AO,AO-BGO,2022-02-28,81016
AO,AO-BGO,2022-03-31,85931
AO,AO-BGO,2022-04-30,45465
AO,AO-BGO,2022-05-31,86181
AO,AO-BGO,2022-06-30,39617
AO,AO-BGO,2022-07-31,30355
AO,AO-BGO,2022-08-31,1514
AO,AO-BGO,2022-09-30,88266
AO,AO-BGO,2022-10-31,3439
AO,AO-BGO,2022-11-30,67594
AO,AO-BGO,2022-12-31,30053
AO,AO-BGO,2023-01-31,45070
AO,AO-BGO,2023-02-28,32276
AO,AO-BGO,2023-03-31,69159
AO,AO-BGO,2023-04-30,94651
AO,AO-BGO,2023-05-31,67635
AO,AO-BGO,2023-06-30,6850
AO,AO-BGO,2023-07-31,30412
AO,AO-BGO,2023-08-31,56526
AO,AO-BGO,2023-09-30,4392
AO,AO-BGO,2023-10-31,83749
AO,AO-BGO,2023-11-30,11217
AO,AO-BGO,2023-12-31,39607
AO,AO-BGU,2020-01-31,34833
AO,AO-BGU,2020-02-29,34321
AO,AO-BGU,2020-03-31,22340
AO,AO-BGU,2020-04-30,45521
AO,AO-BGU,2020-05-31,46656
AO,AO-BGU,2020-06-30,98714
AO,AO-BGU,2020-07-31,13021
AO,AO-BGU,2020-08-31,81762
AO,AO-BGU,2020-09-30,14114
AO,AO-BGU,2020-10-31,48893
AO,AO-BGU,2020-11-30,18526
AO,AO-BGU,2020-12-31,43905
AO,AO-BGU,2021-01-31,98551
AO,AO-BGU,2021-02-28,7839
AO,AO-BGU,2021-03-31,92759
AO,AO-BGU,2021-04-30,44869
AO,AO-BGU,2021-05-31,15965
AO,AO-BGU,2021-06-30,75302
AO,AO-BGU,2021-07-31,80973
AO,AO-BGU,2021-08-31,2222
AO,AO-BGU,2021-09-30,17754
AO,AO-BGU,2021-10-31,89144
AO,AO-BGU,2021-11-30,98001
AO,AO-BGU,2021-12-31,11277
AO,AO-BGU,2022-01-31,26412
AO,AO-BGU,2022-02-28,29135
AO,AO-BGU,2022-03-31,39930
AO,AO-BGU,2022-04-30,12367
AO,AO-BGU,2022-05-31,76803
AO,AO-BGU,2022-06-30,54666
AO,AO-BGU,2022-07-31,6705
AO,AO-BGU,2022-08-31,45632
AO,AO-BGU,2022-09-30,16763
AO,AO-BGU,2022-10-31,75040
AO,AO-BGU,2022-11-30,80898
AO,AO-BGU,2022-12-31,46820
AO,AO-BGU,2023-01-31,52463
AO,AO-BGU,2023-02-28,95699
AO,AO-BGU,2023-03-31,58056
AO,AO-BGU,2023-04-30,41500
AO,AO-BGU,2023-05-31,22373
AO,AO-BGU,2023-06-30,35998
AO,AO-BGU,2023-07-31,63640
AO,AO-BGU,2023-08-31,75856
AO,AO-BGU,2023-09-30,65247
AO,AO-BGU,2023-10-31,37867
AO,AO-BGU,2023-11-30,60380
AO,AO-BGU,2023-12-31,11971
AO,AO-BIE,2020-01-31,28477
AO,AO-BIE,2020-02-29,9040
AO,AO-BIE,2020-03-31,44249
AO,AO-BIE,2020-04-30,79249
AO,AO-BIE,2020-05-31,68286
AO,AO-BIE,2020-06-30,10310
AO,AO-BIE,2020-07-31,1153
AO,AO-BIE,2020-08-31,83928
AO,AO-BIE,2020-09-30,53114
AO,AO-BIE,2020-10-31,28144
AO,AO-BIE,2020-11-30,49514
AO,AO-BIE,2020-12-31,60500
AO,AO-BIE,2021-01-31,6553
AO,AO-BIE,2021-02-28,71989
AO,AO-BIE,2021-03-31,74035
AO,AO-BIE,2021-04-30,10555
AO,AO-BIE,2021-05-31,84849
AO,AO-BIE,2021-06-30,91879
AO,AO-BIE,2021-07-31,69519
AO,AO-BIE,2021-08-31,74189
AO,AO-BIE,2021-09-30,73598
AO,AO-BIE,2021-10-31,28833
AO,AO-BIE,2021-11-30,44753
AO,AO-BIE,2021-12-31,93406
AO,AO-BIE,2022-01-31,86867
AO,AO-BIE,2022-02-28,70000
AO,AO-BIE,2022-03-31,8099
AO,AO-BIE,2022-04-30,31130
AO,AO-BIE,2022-05-31,91046
AO,AO-BIE,2022-06-30,22176
AO,AO-BIE,2022-07-31,9119
AO,AO-BIE,2022-08-31,69333
AO,AO-BIE,2022-09-30,86201
AO,AO-BIE,2022-10-31,8051
AO,AO-BIE,2022-11-30,52976
AO,AO-BIE,2022-12-31,95704
AO,AO-BIE,2023-01-31,37130
AO,AO-BIE,2023-02-28,26591
AO,AO-BIE,2023-03-31,18711
AO,AO-BIE,2023-04-30,40646
AO,AO-BIE,2023-05-31,10010
AO,AO-BIE,2023-06-30,4433
AO,AO-BIE,2023-07-31,4301
AO,AO-BIE,2023-08-31,16526
AO,AO-BIE,2023-09-30,45830
AO,AO-BIE,2023-10-31,84049
AO,AO-BIE,2023-11-30,77767
AO,AO-BIE,2023-12-31,47873
AO,AO-CAB,2020-01-31,85881
AO,AO-CAB,2020-02-29,73044
AO,AO-CAB,2020-03-31,84755
AO,AO-CAB,2020-04-30,7894
AO,AO-CAB,2020-05-31,32596
AO,AO-CAB,2020-06-30,85281
AO,AO-CAB,2020-07-31,71512
AO,AO-CAB,2020-08-31,85915
AO,AO-CAB,2020-09-30,15427
AO,AO-CAB,2020-10-31,23680
AO,AO-CAB,2020-11-30,60898
AO,AO-CAB,2020-12-31,85886
AO,AO-CAB,2021-01-31,18681
AO,AO-CAB,2021-02-28,94231
AO,AO-CAB,2021-03-31,65151
AO,AO-CAB,2021-04-30,33128
AO,AO-CAB,2021-05-31,68074
AO,AO-CAB,2021-06-30,12249
AO,AO-CAB,2021-07-31,56285
AO,AO-CAB,2021-08-31,67188
AO,AO-CAB,2021-09-30,93394
AO,AO-CAB,2021-10-31,96015
AO,AO-CAB,2021-11-30,19744
AO,AO-CAB,2021-12-31,47512
AO,AO-CAB,2022-01-31,25920
AO,AO-CAB,2022-02-28,62724
AO,AO-CAB,2022-03-31,66826
AO,AO-CAB,2022-04-30,26116
AO,AO-CAB,2022-05-31,96525
AO,AO-CAB,2022-06-30,83742
AO,AO-CAB,2022-07-31,85608
AO,AO-CAB,2022-08-31,73106
AO,AO-CAB,2022-09-30,82500
AO,AO-CAB,2022-10-31,29842
AO,AO-CAB,2022-11-30,99367
AO,AO-CAB,2022-12-31,66747
AO,AO-CAB,2023-01-31,31170
AO,AO-CAB,2023-02-28,25621
AO,AO-CAB,2023-03-31,11017
AO,AO-CAB,2023-04-30,92595
AO,AO-CAB,2023-05-31,95424
AO,AO-CAB,2023-06-30,66635
AO,AO-CAB,2023-07-31,3576
AO,AO-CAB,2023-08-31,94124
AO,AO-CAB,2023-09-30,97024
AO,AO-CAB,2023-10-31,44017
AO,AO-CAB,2023-11-30,82547
AO,AO-CAB,2023-12-31,84244
AO,AO-CCU,2020-01-31,25634
AO,AO-CCU,2020-02-29,43440
AO,AO-CCU,2020-03-31,97845
AO,AO-CCU,2020-04-30,39437
AO,AO-CCU,2020-05-31,86858
AO,AO-CCU,2020-06-30,81204
AO,AO-CCU,2020-07-31,43442
AO,AO-CCU,2020-08-31,4236
AO,AO-CCU,2020-09-30,34766
AO,AO-CCU,2020-10-31,98621
AO,AO-CCU,2020-11-30,88439
AO,AO-CCU,2020-12-31,71231
AO,AO-CCU,2021-01-31,56842
AO,AO-CCU,2021-02-28,26328
AO,AO-CCU,2021-03-31,87796
AO,AO-CCU,2021-04-30,12734
AO,AO-CCU,2021-05-31,40727
AO,AO-CCU,2021-06-30,95517
AO,AO-CCU,2021-07-31,27824
AO,AO-CCU,2021-08-31,83273
AO,AO-CCU,2021-09-30,67389
AO,AO-CCU,2021-10-31,8469
AO,AO-CCU,2021-11-30,63687
AO,AO-CCU,2021-12-31,7641
AO,AO-CCU,2022-01-31,73233
AO,AO-CCU,2022-02-28,79486
AO,AO-CCU,2022-03-31,31095
AO,AO-CCU,2022-04-30,74562
AO,AO-CCU,2022-05-31,94813
AO,AO-CCU,2022-06-30,91026
AO,AO-CCU,2022-07-31,2381
AO,AO-CCU,2022-08-31,53050
AO,AO-CCU,2022-09-30,1719
AO,AO-CCU,2022-10-31,66727
AO,AO-CCU,2022-11-30,61376
AO,AO-CCU,2022-12-31,14910
AO,AO-CCU,2023-01-31,19215
AO,AO-CCU,2023-02-28,10212
AO,AO-CCU,2023-03-31,88380
AO,AO-CCU,2023-04-30,62665
AO,AO-CCU,2023-05-31,16538
AO,AO-CCU,2023-06-30,87915
AO,AO-CCU,2023-07-31,57811
AO,AO-CCU,2023-08-31,83412
AO,AO-CCU,2023-09-30,76047
AO,AO-CCU,2023-10-31,40118
AO,AO-CCU,2023-11-30,18619
AO,AO-CCU,2023-12-31,1412
AO,AO-CNO,2020-01-31,82819
AO,AO-CNO,2020-02-29,15662
AO,AO-CNO,2020-03-31,60482
AO,AO-CNO,2020-04-30,34158
AO,AO-CNO,2020-05-31,75495
AO,AO-CNO,2020-06-30,53572
AO,AO-CNO,2020-07-31,39342
AO,AO-CNO,2020-08-31,51291
AO,AO-CNO,2020-09-30,37949
AO,AO-CNO,2020-10-31,23161
AO,AO-CNO,2020-11-30,36984
AO,AO-CNO,2020-12-31,82293
AO,AO-CNO,2021-01-31,1129
AO,AO-CNO,2021-02-28,69889
AO,AO-CNO,2021-03-31,88345
AO,AO-CNO,2021-04-30,65068
AO,AO-CNO,2021-05-31,52758
AO,AO-CNO,2021-06-30,84087
AO,AO-CNO,2021-07-31,65192
AO,AO-CNO,2021-08-31,74054
AO,AO-CNO,2021-09-30,87746
AO,AO-CNO,2021-10-31,94726
AO,AO-CNO,2021-11-30,10457
AO,AO-CNO,2021-12-31,63173
AO,AO-CNO,2022-01-31,63468
AO,AO-CNO,2022-02-28,2317
AO,AO-CNO,2022-03-31,67465
AO,AO-CNO,2022-04-30,42837
AO,AO-CNO,2022-05-31,12421
AO,AO-CNO,2022-06-30,63564
AO,AO-CNO,2022-07-31,61915
AO,AO-CNO,2022-08-31,67055
AO,AO-CNO,2022-09-30,18572
AO,AO-CNO,2022-10-31,13186
AO,AO-CNO,2022-11-30,38339
AO,AO-CNO,2022-12-31,48938
AO,AO-CNO,2023-01-31,28268
AO,AO-CNO,2023-02-28,63732
AO,AO-CNO,2023-03-31,65920
AO,AO-CNO,2023-04-30,80900
AO,AO-CNO,2023-05-31,43826
AO,AO-CNO,2023-06-30,92638
AO,AO-CNO,2023-07-31,97998
AO,AO-CNO,2023-08-31,53426
AO,AO-CNO,2023-09-30,32154
AO,AO-CNO,2023-10-31,39127
AO,AO-CNO,2023-11-30,20432
AO,AO-CNO,2023-12-31,13469
AO,AO-CUS,2020-01-31,97889
AO,AO-CUS,2020-02-29,3713
AO,AO-CUS,2020-03-31,66596
AO,AO-CUS,2020-04-30,59175
AO,AO-CUS,2020-05-31,50024
AO,AO-CUS,2020-06-30,11713
AO,AO-CUS,2020-07-31,20434
AO,AO-CUS,2020-08-31,15598
AO,AO-CUS,2020-09-30,67969
AO,AO-CUS,2020-10-31,72239
AO,AO-CUS,2020-11-30,75813
AO,AO-CUS,2020-12-31,3267
AO,AO-CUS,2021-01-31,65192
AO,AO-CUS,2021-02-28,93542
AO,AO-CUS,2021-03-31,63017
AO,AO-CUS,2021-04-30,77216
AO,AO-CUS,2021-05-31,95516
AO,AO-CUS,2021-06-30,15463
AO,AO-CUS,2021-07-31,84579
AO,AO-CUS,2021-08-31,35181
AO,AO-CUS,2021-09-30,28628
AO,AO-CUS,2021-10-31,82960
AO,AO-CUS,2021-11-30,24382
AO,AO-CUS,2021-12-31,26457
AO,AO-CUS,2022-01-31,99551
AO,AO-CUS,2022-02-28,40418
AO,AO-CUS,2022-03-31,29145
AO,AO-CUS,2022-04-30,89402
AO,AO-CUS,2022-05-31,53701
AO,AO-CUS,2022-06-30,35851
AO,AO-CUS,2022-07-31,2028
AO,AO-CUS,2022-08-31,32065
AO,AO-CUS,2022-09-30,67189
AO,AO-CUS,2022-10-31,66006
AO,AO-CUS,2022-11-30,15079
AO,AO-CUS,2022-12-31,67729
AO,AO-CUS,2023-01-31,28268
AO,AO-CUS,2023-02-28,46355
AO,AO-CUS,2023-03-31,54952
AO,AO-CUS,2023-04-30,5046
AO,AO-CUS,2023-05-31,30483
AO,AO-CUS,2023-06-30,16881
AO,AO-CUS,2023-07-31,30143
AO,AO-CUS,2023-08-31,25935
AO,AO-CUS,2023-09-30,60665
AO,AO-CUS,2023-10-31,96279
AO,AO-CUS,2023-11-30,11257
AO,AO-CUS,2023-12-31,61693
AO,AO-CNN,2020-01-31,18011
AO,AO-CNN,2020-02-29,90278
AO,AO-CNN,2020-03-31,8475
AO,AO-CNN,2020-04-30,75970
AO,AO-CNN,2020-05-31,17171
AO,AO-CNN,2020-06-30,94559
AO,AO-CNN,2020-07-31,87206
AO,AO-CNN,2020-08-31,42546
AO,AO-CNN,2020-09-30,9196
AO,AO-CNN,2020-10-31,68027
AO,AO-CNN,2020-11-30,20296
AO,AO-CNN,2020-12-31,41525
AO,AO-CNN,2021-01-31,89679
AO,AO-CNN,2021-02-28,86921
AO,AO-CNN,2021-03-31,87792
AO,AO-CNN,2021-04-30,66882
AO,AO-CNN,2021-05-31,16105
AO,AO-CNN,2021-06-30,58376
AO,AO-CNN,2021-07-31,60943
AO,AO-CNN,2021-08-31,69563
AO,AO-CNN,2021-09-30,18706
AO,AO-CNN,2021-10-31,40826
AO,AO-CNN,2021-11-30,28759
AO,AO-CNN,2021-12-31,97070
AO,AO-CNN,2022-01-31,53019
AO,AO-CNN,2022-02-28,55297
AO,AO-CNN,2022-03-31,9949
AO,AO-CNN,2022-04-30,96892
AO,AO-CNN,2022-05-31,93337
AO,AO-CNN,2022-06-30,42851
AO,AO-CNN,2022-07-31,99795
AO,AO-CNN,2022-08-31,41403
AO,AO-CNN,2022-09-30,15243
AO,AO-CNN,2022-10-31,85197
AO,AO-CNN,2022-11-30,68890
AO,AO-CNN,2022-12-31,12391
AO,AO-CNN,2023-01-31,32472
AO,AO-CNN,2023-02-28,81451
AO,AO-CNN,2023-03-31,82672
AO,AO-CNN,2023-04-30,17086
AO,AO-CNN,2023-05-31,79140
AO,AO-CNN,2023-06-30,81671
AO,AO-CNN,2023-07-31,52975
AO,AO-CNN,2023-08-31,93829
AO,AO-CNN,2023-09-30,33965
AO,AO-CNN,2023-10-31,42527
AO,AO-CNN,2023-11-30,6822
AO,AO-CNN,2023-12-31,1164
AO,AO-HUA,2020-01-31,8625
AO,AO-HUA,2020-02-29,57205
AO,AO-HUA,2020-03-31,39392
AO,AO-HUA,2020-04-30,69229
AO,AO-HUA,2020-05-31,2884
AO,AO-HUA,2020-06-30,98097
AO,AO-HUA,2020-07-31,4270
AO,AO-HUA,2020-08-31,45331
AO,AO-HUA,2020-09-30,92147
AO,AO-HUA,2020-10-31,12937
AO,AO-HUA,2020-11-30,72090
